No,PROYECTO,CATEGORIA DE DEPARTAMENTO,CATEGORIA DE MUNICIPIO,REGION,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO,LOCALIDAD/TRONCAL,CANTIDAD,NOMBRE ZONA WIFI,ID ZONA WIFI,DIRECCION,LONGITUD ,LATITUD,FECHA DE APROBACION,ESTADO DE LA ZONA,ZONA INAGURADA;
"353,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,11,""Bogotá, D.C."",11001,""Bogotá, D.C."",Suba,1,PARQUE ZONAL FONTANAR DEL RIO,1100104051,DIAGONAL 145 CON CARRERA 112,-74.108753,4.755953,23/08/2017,OPERATIVA,SI";
"354,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,11,""Bogotá, D.C."",11001,""Bogotá, D.C."",Ciudad Bolívar,1,PARQUE ILIMANI ,1100104052,CALLE 71P N° 27B-10- BARRIO PARAISO,-74.161114,4.548107,,OPERATIVA,SI";
"355,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,11,""Bogotá, D.C."",11001,""Bogotá, D.C."",Usme,1,PARQUE VALLES DE CAFAM,1100104053,CRA. 2D #91B SUR-62,-74.118506,4.508612,19/08/2017,OPERATIVA,SI";
"356,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,11,""Bogotá, D.C."",11001,""Bogotá, D.C."",Santafé,1,PLAZOLETA PROCURADURÍA,1100104054,CARRERA 5 # 15-80,-74.071425,4.601461,25/08/2017,OPERATIVA,SI";
"357,ZONAS WIFI GRATIS PARA LA GENTE,1,ESP,Región Centro Oriente,11,""Bogotá, D.C."",11001,""Bogotá, D.C."",Usaquen,1,PARQUE ALTABLANCA,1100104055,CALLE 156B #8-35,-74.028677,4.734323,25/08/2017,OPERATIVA,SI";
358,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13052,Arjona,N/A,1,PLAZA PRINCIPAL DE ARJONA,1305205001,CLL 51 # 38,-75.342717,10.254764,17/06/2017,OPERATIVA,SI;
359,ZONAS WIFI GRATIS PARA LA GENTE,2,ESP,Región Caribe,13,Bolívar,13001,Cartagena,N/A,1,PLAZA DE LA ADUANA,1300101000,CARRERA 4A # 31-2 A 31-100,-75.55,10.4225,15/10/2016,OPERATIVA,SI;
360,ZONAS WIFI GRATIS PARA LA GENTE,2,ESP,Región Caribe,13,Bolívar,13001,Cartagena,N/A,1,CANCHA SINTÉTICA LA MARIA,1300105001,CLL 46 # 30,-75.519614,10.422023,22/06/2017,OPERATIVA,SI;
361,ZONAS WIFI GRATIS PARA LA GENTE,2,ESP,Región Caribe,13,Bolívar,13001,Cartagena,N/A,1,CASA DE LA JUSTICIA CHIQUINQUIRA,1300105002,CLL 58 # 31C,-75.491704,10.406206,17/06/2017,OPERATIVA,SI;
362,ZONAS WIFI GRATIS PARA LA GENTE,2,ESP,Región Caribe,13,Bolívar,13001,Cartagena,N/A,1,CIUDAD BICENTENARIO,1300105003,SECTOR CIUDAD BICENTENARIO,-75.447668,10.425865,22/06/2017,OPERATIVA,SI;
363,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13268,El Peñón,N/A,1,CASA DE LA CULTURA; PARQUE INFANTIL,1326805001,CRA 9 #8,-73.950415,8.989014,26/06/2017,OPERATIVA,SI
364,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13430,Magangué,N/A,1,PARQUE LINEAL DE SAN MARTIN,1343001000,CALLE 15 ENTRE CARRERA 18ª Y 20,-74.76005,9.246988,15/10/2016,OPERATIVA,SI;
366,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13430,Magangué,N/A,1,PARQUE LAS AMERICAS,1343005002,CRA 6 # 16,-74.745692,9.235766,12/06/2017,OPERATIVA,SI;
"367,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13430,Magangué,N/A,1,CAI CALLE DE LAS FLOREZ,1343005003,""CALLE LAS FLORES, CALLE 11A #3"",-74.743982,9.230893,12/06/2017,OPERATIVA,SI";
368,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13433,Mahates,N/A,1,PARQUE CENTRAL,1343305001,CLL 18 # 36,-75.188284,10.237114,19/06/2017,OPERATIVA,SI;
369,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13433,Mahates,N/A,1,CORREGIMIENTO DE MALAGANA,1343305002,CORREGIMIENTO DE MALAGANA,-75.227367,10.138727,12/07/2017,OPERATIVA,SI;
370,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13433,Mahates,N/A,1,CANCHA DEPORTIVA,1343305003,CLL 13A # 41A,-75.193436,10.234839,19/06/2017,OPERATIVA,SI;
371,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13647,San Estanislao,N/A,1,BARRIO EL CARMEN,1364705001,CARRERA 40 N,-75.15854,10.398965,26/07/2017,OPERATIVA,SI;
372,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13647,San Estanislao,N/A,1,PARQUE CAMELLON DE LA POLA,1364705002,CRA 19 # 20,-75.148754,10.395832,19/06/2017,OPERATIVA,SI;
"373,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13647,San Estanislao,N/A,1,BARRIO BARRAQUILLITA SECTOR INTITUCION EDUCATIVA FELIPE PADILLA,1364705003,""CRA 14, CALLE 37 ESQUINA"",-75.147234,10.404285,27/07/2017,OPERATIVA,SI";
374,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13688,Santa Rosa del Sur,N/A,1,PARQUE CENTRAL,1368805001,CLL 10 # 12,-74.052026,7.962382,24/06/2017,OPERATIVA,SI;
375,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13688,Santa Rosa del Sur,N/A,1,CIUDADELA DE LA PAZ,1368805002,CIUDADELA DE LA PAZ,-74.059242,7.977982,24/06/2017,OPERATIVA,SI;
376,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13836,Turbaco,N/A,1,INSTITUCION EDUCATIVA FELIPE SANTIAGO SEDE JUAN XXIII,1383605001,CRA 5 #2,-75.405944,10.321389,20/06/2017,OPERATIVA,SI;
377,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13836,Turbaco,N/A,1,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA SEDE HILDA MARRUGO DE AHUMADA,1383605002,CLL 14 # 30,-75.423361,10.327869,20/06/2017,OPERATIVA,SI;
"378,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13836,Turbaco,N/A,1,SECTOR INSTITUCION EDUCATIVA BUENA ESPERANZA SEDE BELLAVISTA,1383605003,""BARRIO PARAISO, SECTOR LAS COCAS"",-75.399623,10.330235,13/07/2017,OPERATIVA,SI";
379,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13836,Turbaco,N/A,1,PLAZA PRINCIPAL SAN PEDRO,1383605004,CRA. 8 #17,-75.407722,10.329561,19/06/2017,OPERATIVA,SI;
380,ZONAS WIFI GRATIS PARA LA GENTE,2,6,Región Caribe,13,Bolívar,13836,Turbaco,N/A,1,BELLAVISTA,1383605005,CLL 29,-75.408376,10.336169,04/08/2017,OPERATIVA,SI;
381,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15162,Cerinza,N/A,1,COLISEO CUBIERTO CERINZA,1516202001,CALLE 7 NO 5-73,-72.948161,5.957608,13/05/2017,OPERATIVA,SI;
382,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Centro Oriente,44,Boyacá,15176,Chiquinquirá,N/A,1,PARQUE JULIO FLORES,1517602001,CALLE 17 NO 7A-48,-73.815785,5.615902,03/11/2017,OPERATIVA,SI;
383,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15180,Chiscas,N/A,1,PARQUE PRINCIPAL,1518005001,CRA. 5 #3-2 A 3-84,-72.499755,6.552441,01/06/2017,OPERATIVA,SI;
384,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15180,Chiscas,N/A,1,PARQUE LAS MERCEDES,1518005002,CARRERA 15 A CALLE 1,-72.471604,6.573218,02/06/2017,OPERATIVA,SI;
386,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15248,El Espino,N/A,1,PARQUE PRINCIPAL,1524805001,CALLES 5 Y 6 CARRERAS 4 Y 5,-72.496091,6.482811,02/06/2017,OPERATIVA,SI;
387,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15248,El Espino,N/A,1,COLISEO MUNICIPAL,1524805002,CARRERA 5 CALLE 4,-72.495449,6.481625,02/06/2017,OPERATIVA,SI;
388,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15380,La Capilla,N/A,1,POLIDEPORTIVO MUNICIPAL DE LA CAPILLA - ESTACIÓN DE POLICÍA,1538002001,CARRERA 4 # 2-06,-73.444351,5.09771,02/06/2017,OPERATIVA,SI;
389,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15455,Miraflores,N/A,1,PARQUE PRINCIPAL,1545505001,CR 6 Y 7 CON CALLE 3 Y 4,-73.143958,5.195486,02/06/2017,OPERATIVA,SI;
390,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15455,Miraflores,N/A,1,PLAZA DE MERCADO,1545505002,CARR: 8 CON CALLE 5 Y 6,-73.144453,5.197104,02/06/2017,OPERATIVA,SI;
391,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15494,Nuevo Colón,N/A,1,PARQUE PRINCIPAL NUEVO COLON,1549405001,CL. 3 #4-2 A 4-106,-73.457463,5.354761,01/06/2017,OPERATIVA,SI;
392,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15507,Otanche,N/A,1,PLAZOLETA BARRIO ACAPULCO,1550702001,CALLE 5 N° 9-30,-74.182678,5.66075,02/06/2017,OPERATIVA,SI;
393,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15753,Soatá,N/A,1,ZONA ESTUDIANTIL,1575302001,CALLE 8 NO. 6 - 30,-72.683945,6.33443,13/05/2017,OPERATIVA,SI;
394,ZONAS WIFI GRATIS PARA LA GENTE,1,2,Región Centro Oriente,15,Boyacá,15759,Sogamoso,N/A,1,PLAZA DE LA VILLA,1575901000,CARRERA 11-12 Y CLL 11-12,-72.927888,5.715166,15/10/2016,OPERATIVA,SI;
395,ZONAS WIFI GRATIS PARA LA GENTE,1,2,Región Centro Oriente,15,Boyacá,15759,Sogamoso,N/A,1,PARQUE RECREACIONAL DEL NORTE,1575902001,CARRERA 11 CON CALLE 24 Y 26,-72.921667,5.726111,13/05/2017,OPERATIVA,SI;
396,ZONAS WIFI GRATIS PARA LA GENTE,1,2,Región Centro Oriente,15,Boyacá,15759,Sogamoso,N/A,1,PARQUE EL LAGUITO,1575902002,CALLE 11 CON CARRERA 21,-72.923611,5.723889,02/06/2017,OPERATIVA,SI;
397,ZONAS WIFI GRATIS PARA LA GENTE,1,2,Región Centro Oriente,15,Boyacá,15759,Sogamoso,N/A,1,PARQUE RECREACIONAL CONCHUCUA,1575902003,ENTRE CALLES 8 Y 9 CON CARRERA 3,-72.924296,5.710316,10/05/2017,OPERATIVA,SI;
398,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15762,Sora,N/A,1,PARQUE PRINCIPAL,1576202001,CALLE 3 N 2-35,-73.450336,5.566006,02/06/2017,OPERATIVA,SI;
399,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15776,Sutamarchán,N/A,1,PARQUE PRINCIPAL,1577605001,CL. 5 #4-48,-73.620527,5.620358,08/06/2017,OPERATIVA,SI;
400,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15776,Sutamarchán,N/A,1,BARRIO LA PRIMAVERA ESCENARIO DEPORTIVO PRIMAVERA. CANCHA SINTÉTICA,1577605002,CL. 2 #2-2 A 2-11,-73.621633,5.617916,08/06/2017,OPERATIVA,SI;
401,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15804,Tibaná,N/A,1,PARQUE PRINCIPAL,1580405001,CALLE: 6 Y 7 CARRERAS 4 Y 5,-73.397027,5.317888,01/06/2017,OPERATIVA,SI;
402,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,15,Boyacá,15001,Tunja,N/A,1,PLAZA DE BOLIVAR,1500101000,ENTRE LAS KR 9  10 Y CALLES 19 - 20,-73.361972,5.532888,15/10/2016,OPERATIVA,SI;
403,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,15,Boyacá,15001,Tunja,N/A,1,BOSQUE DE LA REPUBLICA - BOSQUE PRESIDENCIAL,1500105001,CL. 13A #10A-2 A 10A-40,-73.364444,5.527083,01/06/2017,OPERATIVA,SI;
404,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,15,Boyacá,15001,Tunja,N/A,1,PLAZOLETA MUISCA (LAS NIEVES),1500105002,CL. 26 #9-1 A 9-113,-73.359749,5.538194,01/06/2017,OPERATIVA,SI;
405,ZONAS WIFI GRATIS PARA LA GENTE,1,1,Región Centro Oriente,15,Boyacá,15001,Tunja,N/A,1,COMPLEJO DEPORTIVO SAN ANTONIO,1500105003,CL. 12 #1-12 A 1-120,-73.356611,5.520194,01/06/2017,OPERATIVA,SI;
406,ZONAS WIFI GRATIS PARA LA GENTE,1,6,Región Centro Oriente,15,Boyacá,15832,Tununguá,N/A,1,PARQUE PRINCIPAL,1583202001,CALLE 2 #2 - 15,-73.932747,5.730153,02/06/2017,OPERATIVA,SI;
407,ZONAS WIFI GRATIS PARA LA GENTE,1,5,Región Centro Oriente,15,Boyacá,15837,Tuta,N/A,1,PARQUE PRINCIPAL,1583702001,CALLE 5 NO 6 - 41,-73.227733,5.6902,29/04/2017,OPERATIVA,SI;
408,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,17,Caldas,17380,La Dorada,N/A,1,POLIDEPORTIVO LAS FERIAS,1738001000,ENTRE CALLE 45  CRA 6ª,-74.676458,5.476772,19/12/2016,OPERATIVA,SI;
409,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,17,Caldas,17380,La Dorada,N/A,1,POLIDEPORTIVO VICTORIA REAL LA DORADA,1738006001,CALLE 49 ENTRE CRA 11 Y 12 BARRIO VICTORIA REAL,-74.680345,5.4766,25/05/2017,OPERATIVA,SI;
410,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,17,Caldas,17380,La Dorada,N/A,1,PARQUE GUARINOCITO,1738006002,AUTOPISTA MEDELLÍN - BOGOTÁ - CENTRO POBLADO GUARINOCITO,-74.736879,5.343173,06/06/2017,OPERATIVA,SI;
411,ZONAS WIFI GRATIS PARA LA GENTE,2,5,Region Eje Cafetero - Antioquia,17,Caldas,17380,La Dorada,N/A,1,PARQUE SARA LÓPEZ,1738006003,CARRERA 13 CON CALLES 13 Y 14,-74.671521,5.449772,06/06/2017,OPERATIVA,SI;
412,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,17,Caldas,17001,Manizales,N/A,1,PARQUE ANTONIO NARIÑO,1700101000,CALLE 65 CON CARRERA 23,-75.486508,5.056111,15/10/2016,OPERATIVA,SI;
413,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,17,Caldas,17001,Manizales,N/A,1,PARQUE BOSQUES DEL NORTE,1700106001,CALLE 48F - ENTRE CARRERAS 4G Y 4C,-75.489666,5.082066,02/06/2017,OPERATIVA,SI;
414,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,17,Caldas,17001,Manizales,N/A,1,PLAZA ALFONSO LOPEZ,1700106002,ENTRE CALLES 22 Y 23 Y CARRERAS 21 Y 22 CENTRO,-75.518704,5.069963,02/06/2017,OPERATIVA,SI;
440,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Caribe,20,Cesar,20011,Aguachica,N/A,1,PARQUE SAN ROQUE,2001101000,CARRERA 10 CON CALLE 5,-73.623736,8.310043,15/10/2016,OPERATIVA,SI;
415,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Region Eje Cafetero - Antioquia,17,Caldas,17001,Manizales,N/A,1,CENTRO GALERIAS PLAZA DE MERCADO,1700106003,ENTRE CALLE 23 Y CARRERA 16 BARRIO COLON,-75.517168,5.071602,02/06/2017,OPERATIVA,SI;
416,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Llano,85,Casanare,85010,Aguazul,N/A,1,CANCHA SINTETICA SAN CARLOS,8501001000,CARRERA 10 CON CALLE 19,-72.540897,5.17214,15/10/2016,OPERATIVA,SI;
417,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Llano,85,Casanare,85010,Aguazul,N/A,1,PARQUE DEL ARROZ,8501002001,CALLE 23 NO 19 128,-72.542881,5.182245,06/05/2017,OPERATIVA,SI;
418,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Llano,85,Casanare,85010,Aguazul,N/A,1,PARQUE BARRIO ARAGUANEY,8501002002,CARRERA 8 CON CARRERA 15 Y 16,-72.541722,5.168639,06/05/2017,OPERATIVA,SI;
419,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Llano,85,Casanare,85010,Aguazul,N/A,1,PARQUE BARRIO ESPIGA,8501002003,CALLE 23 ENTRE CARRERA 15 Y 15A,-72.540806,5.17825,15/06/2017,OPERATIVA,SI;
420,ZONAS WIFI GRATIS PARA LA GENTE,3,1,Región Llano,85,Casanare,85001,Yopal,N/A,1,PARQUE LA HERRADURA,8500101000,CALLE 15 CARRERA 20,-72.397638,5.342333,15/10/2016,OPERATIVA,SI;
421,ZONAS WIFI GRATIS PARA LA GENTE,3,1,Región Llano,85,Casanare,85001,Yopal,N/A,1,PARQUE SKYPARK,8500102001,CARRERA 19 CON CALLE 36 ESQUINA,-72.390345,5.325891,06/05/2017,OPERATIVA,SI;
422,ZONAS WIFI GRATIS PARA LA GENTE,3,1,Región Llano,85,Casanare,85001,Yopal,N/A,1,COLEGIO TERESA DE CALCUTA,8500102002,CARRERA 19 CON CALLE 36 ESQUINA,-72.371698,5.324828,06/06/2017,OPERATIVA,SI;
423,ZONAS WIFI GRATIS PARA LA GENTE,3,1,Región Llano,85,Casanare,85001,Yopal,N/A,1,COLISEO VILLA LUCÍA,8500102003,CARRERA 46 ENTRE CALLE 32 Y 33,-72.368687,5.341512,02/06/2017,OPERATIVA,SI;
424,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19100,Bolívar,N/A,1,PARQUE DE LOS FUNDADORES,1910002001,PARQUE DE LOS FUNDADORES,-76.967741,1.83444,27/04/2017,OPERATIVA,SI;
425,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19142,Caloto,N/A,1,PARQUE PRINCIPAL PLAZA DE LA LIBERTAD,1914202001,CALLE 12 CON CARRERA 5,-76.40817,3.034138,26/04/2017,OPERATIVA,SI;
426,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19212,Corinto,N/A,1,PARQUE PRINCIPAL JOSÉ MARÍA OBANDO,1921202001,ENTRE CALLE 7 Y 7B CON CARRERA 8 Y 9,-76.262602,3.174537,26/04/2017,OPERATIVA,SI;
427,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19256,El Tambo,N/A,1,PARQUE PRINCIPAL,1925602001,ENTRE CALLE 1 Y 2 CON CARRERA 4 Y 5,-76.807734,2.450454,26/04/2017,OPERATIVA,SI;
428,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Pacífico,19,Cauca,19455,Miranda,N/A,1,PARQUEJULIO FERNÁNDEZ MEDINA,1945502001,ENTRE CALLE 6 Y CALLE 7 CON CARRERA 5 Y 6,-76.22907,3.251052,27/04/2017,OPERATIVA,SI;
429,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19473,Morales,N/A,1,PARQUE PRINCIPAL LOS FUNDADORES,1947302001,PARQUE PRINCIPAL LOS FUNDADORES,-76.629461,2.756639,27/04/2017,OPERATIVA,SI;
430,ZONAS WIFI GRATIS PARA LA GENTE,3,2,Región Pacífico,19,Cauca,19001,Popayán,N/A,1,PLAZA DE MERCADO LA ESMERALDA,1900101000,KR 17 A 18 CON CALLE 5,-76.615277,2.444472,15/10/2016,OPERATIVA,SI;
431,ZONAS WIFI GRATIS PARA LA GENTE,3,2,Región Pacífico,19,Cauca,19001,Popayán,N/A,1,PARQUE EL RECUERDO,1900102001,CARRERA.7 ENTRE CALLES 15N Y 16N,-76.599175,2.452621,07/04/2017,OPERATIVA,SI;
432,ZONAS WIFI GRATIS PARA LA GENTE,3,2,Región Pacífico,19,Cauca,19001,Popayán,N/A,1,CENTRO UNIVERSITARIO TULCAN,1900102002,CARRERA. 2 ENTRE CALLES 10N Y 15N,-76.59852,2.44749,07/04/2017,OPERATIVA,SI;
433,ZONAS WIFI GRATIS PARA LA GENTE,3,2,Región Pacífico,19,Cauca,19001,Popayán,N/A,1,PARQUE BENITO JUAREZ,1900102003,CARRERA. 11 Y 12 ENTRE CALLES 8 Y 8A,-76.612581,2.440065,07/04/2017,OPERATIVA,SI;
434,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Pacífico,19,Cauca,19698,Santander de Quilichao,N/A,1,PARQUE CHOLADOS,1669801000,KR 12A CON CALLE 5 A 7,-76.485451,3.008617,15/10/2016,OPERATIVA,SI;
435,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Pacífico,19,Cauca,19698,Santander de Quilichao,N/A,1,PARQUE LAS ACACÍAS,1969802001,ENTRE CALLE 14 Y 17 CON CARRERA 6ABIS Y 7,-76.477417,3.017361,08/06/2017,OPERATIVA,SI;
436,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Pacífico,19,Cauca,19698,Santander de Quilichao,N/A,1,PARQUE DEL ROSARIO,1969802002,ENTRE CALLE 1 Y 2A CON CARRERA 4SUR Y 5SUR,-76.478833,3.001444,25/04/2017,OPERATIVA,SI;
437,ZONAS WIFI GRATIS PARA LA GENTE,3,5,Región Pacífico,19,Cauca,19698,Santander de Quilichao,N/A,1,PARQUE SIMÓN BOLÍVAR,1969802003,ENTRE CALLE 3 Y 2ABIS CON CARRERA 6,-76.480833,3.004333,25/04/2017,OPERATIVA,SI;
438,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19807,Timbío,N/A,1,PARQUE PRINCIPAL BOYACÁ,1980702001,ENTRE CARRERA 16 Y 17 CON CALLE 15 Y 16,-76.682795,2.3503,10/05/2017,OPERATIVA,SI;
439,ZONAS WIFI GRATIS PARA LA GENTE,3,6,Región Pacífico,19,Cauca,19845,Villa Rica,N/A,1,PARQUE PRINCIPAL FELIX ANGEL COLORADO,1984502001,ENTRE CALLE 3 Y CALLE 4 CON CARRERA 7 Y 8,-76.460731,3.174396,10/05/2017,OPERATIVA,SI;
441,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Caribe,20,Cesar,20011,Aguachica,N/A,1,PARQUE BARAHOJA,2001102001,CALLE 5 CON CARRERA 3,-73.630486,8.311661,10/05/2017,OPERATIVA,SI;
442,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Caribe,20,Cesar,20011,Aguachica,N/A,1,PARQUE NUEVA COLOMBIA,2001102002,CARRERA 43 CON 5TA NORTE,-73.593167,8.317,15/06/2017,OPERATIVA,SI;
443,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Caribe,20,Cesar,20011,Aguachica,N/A,1,PARQUE ROMERO DÍAZ,2001102003,CALLE 14 CON CARRERA 16,-73.616692,8.299667,02/06/2017,OPERATIVA,SI;
444,ZONAS WIFI GRATIS PARA LA GENTE,2,4,Región Caribe,20,Cesar,20750,San Diego,N/A,1,PLAZA PRINCIPAL FRANCISCO BECERRA,2075002001,CALLE 2C CON CARRERA 9,-73.181497,10.333839,02/06/2017,OPERATIVA,SI;
445,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE LA NEVADA,2000101000,CALLE 6 CON CARRERA 44 BARRIO LA NEVADA,-73.283166,10.476833,15/10/2016,OPERATIVA,SI;
446,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE LOS FUNDADORES,2000104001,CRA 54 N 59 64,-74.793825,10.99495,28/04/2017,OPERATIVA,SI;
447,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE ALAMOS 1,2000104002,CALLE 32 CON CARRERA 30,-73.257951,10.448309,28/04/2017,OPERATIVA,SI;
448,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,POLIFUNCIONAL EL PUPO,2000104003,CARRERA 30B CON CALLE 17,-73.267439,10.456274,15/07/2017,OPERATIVA,SI;
449,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,POLIFUNCIONAL 1 Y 2 / POPULANDIA,2000104004,CALLE 18B CARREA 42,-73.280168,10.447268,15/07/2017,OPERATIVA,SI;
450,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE RECREATIVO MARÍA CAMILA,2000104005,CALLE 18A CON CARRERA 38,-73.269326,10.448846,15/07/2017,OPERATIVA,SI;
451,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE 12 DE OCTUBRE,2000105001,CARRERA 15 CON CALLE 28,-73.245205,10.457235,22/04/2017,OPERATIVA,SI;
452,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE IRACAL,2000105002,ENTRE CALLE 10 Y CALLE 9B,-73.267824,10.474036,22/04/2017,OPERATIVA,SI;
453,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,CIUDADELA COMFA CESAR,2000105003,MANZANA D Y MANZANA E,-73.282081,10.457849,22/04/2017,OPERATIVA,SI;
454,ZONAS WIFI GRATIS PARA LA GENTE,2,1,Región Caribe,20,Cesar,20001,Valledupar,N/A,1,PARQUE LOS MAYALES,2000105004,CALLE 32 CON CARRERA 9B,-73.23048,10.458757,22/04/2017,OPERATIVA,SI;
