-74.65445,4.646983
-74.75494,4.611518
-74.71686,4.617832
-74.71686,4.617835
-74.69484,4.627443
-74.66291,4.644569
-74.64725,4.649245
-74.6218,4.657397
-74.61092,4.663867
-74.62823,4.655366
-74.67001,4.63848
-74.65445,4.646983
-74.84392,4.597473
-74.5168,4.720107
-74.57221,4.684884
-74.55972,4.693194
-74.541499,4.70515
-74.59723,4.671844
-74.50759,4.726804
-74.50214,4.733242
-74.54687,4.69842
-74.46086,4.754511
-74.47087,4.746386
-74.58382,4.67708
-74.80828,4.735343
-74.73155,4.727953
-74.72788,4.714522
-74.90793,4.742272
-74.9488,4.746301
-74.72788,4.714523
-74.64511,4.680825
-74.66904,4.676917
-74.70065,4.699542
-74.89675,4.739893
-74.74855,4.722172
-74.72788,4.714523
-74.63253,4.684218
-74.87276,4.694174
-74.73874,4.678123
-74.77413,4.681986
-74.104452,4.704643
-74.69312,4.675245
-74.84287,4.690709
-74.64654,4.670514
-74.111348,4.70994
-74.108629,4.70667
-74.79896,4.630774
-74.81829,4.6242
-74.79029,4.643556
-74.78301,4.650538
-74.9526,4.604434
-74.70765,4.670886
-74.89675,4.615754
-74.77572,4.657827
-74.89168,4.600074
-74.79409,4.637145
-74.99954,4.621286
-74.9408,4.616478
-74.8226,4.605742
-74.152427,4.634788
-74.17272,4.628772
-74.827,4.60625
-74.94277,4.616533
-74.135557,4.594994
-74.9922,4.605069
-74.135557,4.594994
-74.188077,4.59461
-74.1895,4.594035
-74.166016,4.596308
-74.135557,4.594994
-74.166016,4.596308
-74.170053,4.596088
-74.204542,4.589079
-74.102523,4.601095
-74.104359,4.598334
-74.147532,4.595162
-74.201607,4.589012
-74.142302,4.59558
-74.119408,4.575943
-74.123977,4.560495
-74.99315,4.583165
-74.89913,4.591115
-74.8626,4.59521
-74.12181,4.55697
-74.108396,4.582544
-74.112434,4.57454
-74.135057,4.56839
-74.139227,4.575769
-74.119148,4.53161
-74.110232,4.580095
-74.112434,4.57454
-74.124517,4.571572
-74.124546,4.563607
-74.8527,4.590426
-74.83889,4.631822
-74.89829,4.634358
-74.105795,4.65653
-74.120876,4.680957
-74.101378,4.650392
-74.81175,4.594933
-74.93713,4.579097
-74.98543,4.571767
-74.72092,4.710989
-74.74624,4.606066
-74.95916,4.5751
-74.72093,4.609865
